index,pronouns,lat,lon,free_from
0,female_pronouns,51.3389037,12.323057552348168,2023-06-06 00:00:51
1,female_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,female_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,female_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,female_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,male_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,male_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,male_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
1,male_pronouns,51.3381631,12.3880931,2023-07-01 00:00:51
3,male_pronouns,51.374584850000005,12.383245036479067,2023-06-15 00:00:51
3,male_pronouns,51.374584850000005,12.383245036479067,2023-06-15 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
5,female_pronouns,51.36371055,12.38623236047584,2023-07-01 00:00:51
7,female_pronouns,51.3698368,12.338022000223898,2023-07-01 00:00:51
8,female_pronouns,51.3446913,12.4067618,2023-07-01 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,female_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,male_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,male_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,male_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,male_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
10,male_pronouns,51.31628225,12.3764153,2023-07-08 00:00:51
12,female_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,female_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,female_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,male_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,male_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,male_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,male_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
12,male_pronouns,51.3424364,12.4030516,2023-06-15 00:00:51
14,female_pronouns,51.3465055,12.4017872,2023-08-01 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,female_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
16,male_pronouns,51.3351781,12.357336202097295,2023-07-19 00:00:51
18,male_pronouns,51.36425615,12.35690931179079,2023-06-06 00:00:51
19,male_pronouns,51.3192684,12.3285769,2023-06-06 00:00:51
21,female_pronouns,51.330141,12.3844705,2023-07-01 00:00:51
21,male_pronouns,51.330141,12.3844705,2023-07-01 00:00:51
23,female_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
23,female_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
23,female_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
23,male_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
23,male_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
23,male_pronouns,51.32371645,12.3725912502507,2023-08-01 00:00:51
24,female_pronouns,51.3364247,12.3290193,2023-07-05 00:00:51
24,female_pronouns,51.3364247,12.3290193,2023-07-05 00:00:51
24,male_pronouns,51.3364247,12.3290193,2023-07-05 00:00:51
26,female_pronouns,51.3414713,12.4278391,2023-07-01 00:00:51
26,female_pronouns,51.3414713,12.4278391,2023-07-01 00:00:51
26,male_pronouns,51.3414713,12.4278391,2023-07-01 00:00:51
26,male_pronouns,51.3414713,12.4278391,2023-07-01 00:00:51
27,female_pronouns,51.3399168,12.4053717,2023-08-01 00:00:51
27,female_pronouns,51.3399168,12.4053717,2023-08-01 00:00:51
27,male_pronouns,51.3399168,12.4053717,2023-08-01 00:00:51
27,male_pronouns,51.3399168,12.4053717,2023-08-01 00:00:51
27,male_pronouns,51.3399168,12.4053717,2023-08-01 00:00:51
28,female_pronouns,51.3052032,12.3831559,2023-07-15 00:00:51
28,female_pronouns,51.3052032,12.3831559,2023-07-15 00:00:51
28,female_pronouns,51.3052032,12.3831559,2023-07-15 00:00:51
28,male_pronouns,51.3052032,12.3831559,2023-07-15 00:00:51
28,male_pronouns,51.3052032,12.3831559,2023-07-15 00:00:51
29,male_pronouns,51.339972,12.368894,2023-07-10 00:00:51
31,female_pronouns,51.3605894,12.3757653,2023-06-01 00:00:51
31,female_pronouns,51.3605894,12.3757653,2023-06-01 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
34,female_pronouns,51.34609945,12.398499516274512,2023-07-15 00:00:51
35,female_pronouns,51.324045,12.4156933,2023-07-01 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,female_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
36,male_pronouns,51.3278958,12.4089156,2023-06-15 00:00:51
37,female_pronouns,51.3361134,12.3266607,2023-09-01 00:00:51
38,female_pronouns,51.3288673,12.40398,2023-09-01 00:00:51
38,female_pronouns,51.3288673,12.40398,2023-09-01 00:00:51
38,female_pronouns,51.3288673,12.40398,2023-09-01 00:00:51
38,male_pronouns,51.3288673,12.40398,2023-09-01 00:00:51
40,female_pronouns,51.3317787,12.3738542,2023-07-01 00:00:51
40,female_pronouns,51.3317787,12.3738542,2023-07-01 00:00:51
40,male_pronouns,51.3317787,12.3738542,2023-07-01 00:00:51
41,female_pronouns,51.3380693,12.3707378,2023-06-06 00:00:51
41,female_pronouns,51.3380693,12.3707378,2023-06-06 00:00:51
41,male_pronouns,51.3380693,12.3707378,2023-06-06 00:00:51
